Time (s);Temperature (C);Temp setpoint (C);Temp error (C);Temp PID output;Temp Kp;Temp Ki;Temp Kd;Diameter (mm);Diameter raw (mm);Diameter setpoint (mm);Fan duty (%);Extruder RPM;Spooler setpoint (RPM);Spooler RPM;Spooler Kp;Spooler Ki;Spooler Kd
0,0258;83,5565;90,0000;5,7082;7,1118;1,0000;0,0010;0,0500;0,3194;0,3088;0,3500;5,0000;0,3000;30,0000;30,9679;0,5000;0,5000;0,0500
0,0466;83,5565;90,0000;5,7082;7,1118;1,0000;0,0010;0,0500;0,3194;0,3088;0,3500;5,0000;0,3000;30,0000;30,9679;0,5000;0,5000;0,0500
0,0744;83,5565;90,0000;5,7082;7,1118;1,0000;0,0010;0,0500;0,3194;0,3088;0,3500;5,0000;0,3000;30,0000;30,9679;0,5000;0,5000;0,0500
0,1012;83,5565;90,0000;5,7082;7,0636;1,0000;0,0010;0,0500;0,3194;0,3088;0,3500;5,0000;0,3000;30,0000;30,1297;0,5000;0,5000;0,0500
0,1242;83,5565;90,0000;5,7082;7,0636;1,0000;0,0010;0,0500;0,3194;0,3088;0,3500;5,0000;0,3000;30,0000;30,1297;0,5000;0,5000;0,0500
0,1508;83,5565;90,0000;5,7082;7,0636;1,0000;0,0010;0,0500;0,3194;0,3088;0,3500;5,0000;0,3000;30,0000;30,1297;0,5000;0,5000;0,0500
0,1773;83,5565;90,0000;5,7082;7,0636;1,0000;0,0010;0,0500;0,3194;0,3088;0,3500;5,0000;0,3000;30,0000;30,1297;0,5000;0,5000;0,0500
0,1977;83,5565;90,0000;5,7082;7,0636;1,0000;0,0010;0,0500;0,3194;0,3088;0,3500;5,0000;0,3000;30,0000;30,1297;0,5000;0,5000;0,0500
0,2221;84,2541;90,0000;5,6384;6,9606;1,0000;0,0010;0,0500;0,3194;0,3088;0,3500;5,0000;0,3000;30,0000;29,9677;0,5000;0,5000;0,0500
0,2461;84,2541;90,0000;5,6384;6,9606;1,0000;0,0010;0,0500;0,3194;0,3088;0,3500;5,0000;0,3000;30,0000;29,9677;0,5000;0,5000;0,0500
0,2662;84,2541;90,0000;5,6384;6,9606;1,0000;0,0010;0,0500;0,3159;0,2982;0,3500;5,0000;0,3000;30,0000;29,9677;0,5000;0,5000;0,0500
0,2882;84,2541;90,0000;5,6384;6,9606;1,0000;0,0010;0,0500;0,3159;0,2982;0,3500;5,0000;0,3000;30,0000;29,9677;0,5000;0,5000;0,0500
0,3108;83,2133;90,0000;5,7074;7,0964;1,0000;0,0010;0,0500;0,3159;0,2982;0,3500;5,0000;0,3000;30,0000;30,3845;0,5000;0,5000;0,0500
0,3421;83,2133;90,0000;5,7074;7,0964;1,0000;0,0010;0,0500;0,3159;0,2982;0,3500;5,0000;0,3000;30,0000;30,3845;0,5000;0,5000;0,0500
0,3648;83,2133;90,0000;5,7074;7,0964;1,0000;0,0010;0,0500;0,3159;0,2982;0,3500;5,0000;0,3000;30,0000;30,3845;0,5000;0,5000;0,0500
0,3875;83,2133;90,0000;5,7074;7,0964;1,0000;0,0010;0,0500;0,3159;0,2982;0,3500;5,0000;0,3000;30,0000;30,3845;0,5000;0,5000;0,0500
0,4093;83,2133;90,0000;5,7074;7,0964;1,0000;0,0010;0,0500;0,3123;0,2982;0,3500;5,0000;0,3000;30,0000;30,3845;0,5000;0,5000;0,0500
0,4295;83,5565;90,0000;6,1116;7,6695;1,0000;0,0010;0,0500;0,3123;0,2982;0,3500;5,0000;0,3000;30,0000;30,5319;0,5000;0,5000;0,0500
0,4500;83,5565;90,0000;6,1116;7,6695;1,0000;0,0010;0,0500;0,3123;0,2982;0,3500;5,0000;0,3000;30,0000;30,5319;0,5000;0,5000;0,0500
0,4704;83,5565;90,0000;6,1116;7,6695;1,0000;0,0010;0,0500;0,3123;0,2982;0,3500;5,0000;0,3000;30,0000;30,5319;0,5000;0,5000;0,0500
0,4937;83,5565;90,0000;6,1116;7,6695;1,0000;0,0010;0,0500;0,3123;0,2982;0,3500;5,0000;0,3000;30,0000;30,5319;0,5000;0,5000;0,0500
0,5153;83,9035;90,0000;4,1629;4,5817;1,0000;0,0010;0,0500;0,3123;0,2982;0,3500;5,0000;0,3000;30,0000;30,7250;0,5000;0,5000;0,0500
0,5354;83,9035;90,0000;4,1629;4,5817;1,0000;0,0010;0,0500;0,3123;0,2982;0,3500;5,0000;0,3000;30,0000;30,7250;0,5000;0,5000;0,0500
0,5626;83,9035;90,0000;4,1629;4,5817;1,0000;0,0010;0,0500;0,3053;0,2982;0,3500;5,0000;0,3000;30,0000;30,7250;0,5000;0,5000;0,0500
0,5895;83,9035;90,0000;4,1629;4,5817;1,0000;0,0010;0,0500;0,3053;0,2982;0,3500;5,0000;0,3000;30,0000;30,7250;0,5000;0,5000;0,0500
0,6118;83,9035;90,0000;4,1629;4,5817;1,0000;0,0010;0,0500;0,3053;0,2982;0,3500;5,0000;0,3000;30,0000;30,7250;0,5000;0,5000;0,0500
0,6337;81,2260;90,0000;6,5703;9,1009;1,0000;0,0010;0,0500;0,3053;0,2982;0,3500;5,0000;0,3000;30,0000;30,5589;0,5000;0,5000;0,0500
0,6570;81,2260;90,0000;6,5703;9,1009;1,0000;0,0010;0,0500;0,3053;0,2982;0,3500;5,0000;0,3000;30,0000;30,5589;0,5000;0,5000;0,0500
0,6771;81,2260;90,0000;6,5703;9,1009;1,0000;0,0010;0,0500;0,3053;0,2982;0,3500;5,0000;0,3000;30,0000;30,5589;0,5000;0,5000;0,0500
0,6979;81,2260;90,0000;6,5703;9,1009;1,0000;0,0010;0,0500;0,3053;0,2982;0,3500;5,0000;0,3000;30,0000;30,5589;0,5000;0,5000;0,0500
0,7202;82,8736;90,0000;6,6732;8,0826;1,0000;0,0010;0,0500;0,3017;0,2982;0,3500;5,0000;0,3000;30,0000;30,6955;0,5000;0,5000;0,0500
0,7424;82,8736;90,0000;6,6732;8,0826;1,0000;0,0010;0,0500;0,3017;0,2982;0,3500;5,0000;0,3000;30,0000;30,6955;0,5000;0,5000;0,0500
0,7645;82,8736;90,0000;6,6732;8,0826;1,0000;0,0010;0,0500;0,3017;0,2982;0,3500;5,0000;0,3000;30,0000;30,6955;0,5000;0,5000;0,0500
0,7875;82,8736;90,0000;6,6732;8,0826;1,0000;0,0010;0,0500;0,3017;0,2982;0,3500;5,0000;0,3000;30,0000;30,6955;0,5000;0,5000;0,0500
0,8088;82,8736;90,0000;6,6732;8,0826;1,0000;0,0010;0,0500;0,3017;0,2982;0,3500;5,0000;0,3000;30,0000;30,6955;0,5000;0,5000;0,0500
0,8343;82,8736;90,0000;6,6732;8,0329;1,0000;0,0010;0,0500;0,3017;0,2982;0,3500;5,0000;0,3000;30,0000;30,1345;0,5000;0,5000;0,0500
0,8556;82,8736;90,0000;6,6732;8,0329;1,0000;0,0010;0,0500;0,3017;0,2982;0,3500;5,0000;0,3000;30,0000;30,1345;0,5000;0,5000;0,0500
0,8763;82,8736;90,0000;6,6732;8,0329;1,0000;0,0010;0,0500;0,3017;0,2982;0,3500;5,0000;0,3000;30,0000;30,1345;0,5000;0,5000;0,0500
0,8966;82,8736;90,0000;6,6732;8,0329;1,0000;0,0010;0,0500;0,3017;0,2982;0,3500;5,0000;0,3000;30,0000;30,1345;0,5000;0,5000;0,0500
0,9220;82,8736;90,0000;90,0000;100,0000;1,0000;0,0010;0,0500;0,3017;0,2982;0,3500;5,0000;0,3000;30,0000;29,0095;0,5000;0,5000;0,0500
0,9461;82,8736;90,0000;90,0000;100,0000;1,0000;0,0010;0,0500;0,3017;0,2982;0,3500;5,0000;0,3000;30,0000;29,0095;0,5000;0,5000;0,0500
0,9665;82,8736;90,0000;90,0000;100,0000;1,0000;0,0010;0,0500;0,3017;0,2982;0,3500;5,0000;0,3000;30,0000;29,0095;0,5000;0,5000;0,0500
0,9936;82,8736;90,0000;90,0000;100,0000;1,0000;0,0010;0,0500;0,3017;0,2982;0,3500;5,0000;0,3000;30,0000;29,0095;0,5000;0,5000;0,0500
1,0140;82,8736;90,0000;90,0000;100,0000;1,0000;0,0010;0,0500;0,3017;0,2982;0,3500;5,0000;0,3000;30,0000;29,0095;0,5000;0,5000;0,0500
1,0400;83,9035;90,0000;6,7083;0,0000;1,0000;0,0010;0,0500;0,3017;0,2982;0,3500;5,0000;0,3000;30,0000;28,1216;0,5000;0,5000;0,0500
1,0644;83,9035;90,0000;6,7083;0,0000;1,0000;0,0010;0,0500;0,2982;0,3088;0,3500;5,0000;0,3000;30,0000;28,1216;0,5000;0,5000;0,0500
1,0886;83,9035;90,0000;6,7083;0,0000;1,0000;0,0010;0,0500;0,2982;0,3088;0,3500;5,0000;0,3000;30,0000;28,1216;0,5000;0,5000;0,0500
1,1207;83,9035;90,0000;6,7083;0,0000;1,0000;0,0010;0,0500;0,2982;0,3088;0,3500;5,0000;0,3000;30,0000;28,1216;0,5000;0,5000;0,0500
1,1416;84,2541;90,0000;6,6386;7,9740;1,0000;0,0010;0,0500;0,2982;0,3088;0,3500;5,0000;0,3000;30,0000;28,7411;0,5000;0,5000;0,0500
1,1626;84,2541;90,0000;6,6386;7,9740;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;28,7411;0,5000;0,5000;0,0500
1,1832;84,2541;90,0000;6,6386;7,9740;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;28,7411;0,5000;0,5000;0,0500
1,2066;84,2541;90,0000;6,6386;7,9740;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;28,7411;0,5000;0,5000;0,0500
1,2278;84,2541;90,0000;90,0000;100,0000;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;28,7387;0,5000;0,5000;0,0500
1,2485;84,2541;90,0000;90,0000;100,0000;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;28,7387;0,5000;0,5000;0,0500
1,2746;84,2541;90,0000;90,0000;100,0000;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;28,7387;0,5000;0,5000;0,0500
1,2993;84,2541;90,0000;90,0000;100,0000;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;28,7387;0,5000;0,5000;0,0500
1,3234;84,2541;90,0000;90,0000;100,0000;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;28,7387;0,5000;0,5000;0,0500
1,3454;82,5373;90,0000;6,7405;0,0000;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;28,5455;0,5000;0,5000;0,0500
1,3696;82,5373;90,0000;6,7405;0,0000;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;28,5455;0,5000;0,5000;0,0500
1,3899;82,5373;90,0000;6,7405;0,0000;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;28,5455;0,5000;0,5000;0,0500
1,4110;82,5373;90,0000;6,7405;0,0000;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;28,5455;0,5000;0,5000;0,0500
1,4401;82,8736;90,0000;6,8785;8,3210;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;32,9724;0,5000;0,5000;0,0500
1,4613;82,8736;90,0000;6,8785;8,3210;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;32,9724;0,5000;0,5000;0,0500
1,4814;82,8736;90,0000;6,8785;8,3210;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;32,9724;0,5000;0,5000;0,0500
1,5071;82,8736;90,0000;6,8785;8,3210;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;32,9724;0,5000;0,5000;0,0500
1,5300;82,8736;90,0000;6,8785;8,3210;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;32,9724;0,5000;0,5000;0,0500
1,5511;82,5373;90,0000;6,9461;8,3611;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;24,7045;0,5000;0,5000;0,0500
1,5713;82,5373;90,0000;6,9461;8,3611;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;24,7045;0,5000;0,5000;0,0500
1,5984;82,5373;90,0000;6,9461;8,3611;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;24,7045;0,5000;0,5000;0,0500
1,6188;82,5373;90,0000;6,9461;8,3611;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;24,7045;0,5000;0,5000;0,0500
1,6396;82,5373;90,0000;6,9461;8,3611;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;24,7045;0,5000;0,5000;0,0500
1,6603;82,5373;90,0000;7,0480;8,4781;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;31,6139;0,5000;0,5000;0,0500
1,6810;82,5373;90,0000;7,0480;8,4781;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;31,6139;0,5000;0,5000;0,0500
1,7097;82,5373;90,0000;7,0480;8,4781;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;31,6139;0,5000;0,5000;0,0500
1,7315;82,5373;90,0000;7,0480;8,4781;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;31,6139;0,5000;0,5000;0,0500
1,7518;80,5845;90,0000;7,3799;8,9218;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;34,0727;0,5000;0,5000;0,0500
1,7732;80,5845;90,0000;7,3799;8,9218;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;34,0727;0,5000;0,5000;0,0500
1,7935;80,5845;90,0000;7,3799;8,9218;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;34,0727;0,5000;0,5000;0,0500
1,8135;80,5845;90,0000;7,3799;8,9218;1,0000;0,0010;0,0500;0,2982;0,3088;0,3500;5,0000;0,3000;30,0000;34,0727;0,5000;0,5000;0,0500
1,8377;80,5845;90,0000;7,3799;8,9218;1,0000;0,0010;0,0500;0,2982;0,3088;0,3500;5,0000;0,3000;30,0000;34,0727;0,5000;0,5000;0,0500
1,8597;83,2133;90,0000;7,1812;8,4676;1,0000;0,0010;0,0500;0,2982;0,3088;0,3500;5,0000;0,3000;30,0000;26,7358;0,5000;0,5000;0,0500
1,8801;83,2133;90,0000;7,1812;8,4676;1,0000;0,0010;0,0500;0,2982;0,3088;0,3500;5,0000;0,3000;30,0000;26,7358;0,5000;0,5000;0,0500
1,9008;83,2133;90,0000;7,1812;8,4676;1,0000;0,0010;0,0500;0,2982;0,3088;0,3500;5,0000;0,3000;30,0000;26,7358;0,5000;0,5000;0,0500
1,9240;83,2133;90,0000;7,1812;8,4676;1,0000;0,0010;0,0500;0,2982;0,3088;0,3500;5,0000;0,3000;30,0000;26,7358;0,5000;0,5000;0,0500
1,9461;83,2133;90,0000;7,1812;8,4676;1,0000;0,0010;0,0500;0,2982;0,3194;0,3500;5,0000;0,3000;30,0000;26,7358;0,5000;0,5000;0,0500
1,9673;83,5565;90,0000;7,1129;8,4636;1,0000;0,0010;0,0500;0,2982;0,3194;0,3500;5,0000;0,3000;30,0000;30,6382;0,5000;0,5000;0,0500
1,9931;83,5565;90,0000;7,1129;8,4636;1,0000;0,0010;0,0500;0,2982;0,3194;0,3500;5,0000;0,3000;30,0000;30,6382;0,5000;0,5000;0,0500
2,0150;83,5565;90,0000;7,1129;8,4636;1,0000;0,0010;0,0500;0,2982;0,3194;0,3500;5,0000;0,3000;30,0000;30,6382;0,5000;0,5000;0,0500
2,0355;83,5565;90,0000;7,1129;8,4636;1,0000;0,0010;0,0500;0,2982;0,3194;0,3500;5,0000;0,3000;30,0000;30,6382;0,5000;0,5000;0,0500
2,0572;83,2133;90,0000;7,0789;8,4474;1,0000;0,0010;0,0500;0,2982;0,3194;0,3500;5,0000;0,3000;30,0000;32,7105;0,5000;0,5000;0,0500
2,0813;83,2133;90,0000;7,0789;8,4474;1,0000;0,0010;0,0500;0,2982;0,3194;0,3500;5,0000;0,3000;30,0000;32,7105;0,5000;0,5000;0,0500
2,1016;83,2133;90,0000;7,0789;8,4474;1,0000;0,0010;0,0500;0,2982;0,3194;0,3500;5,0000;0,3000;30,0000;32,7105;0,5000;0,5000;0,0500
2,1225;83,2133;90,0000;7,0789;8,4474;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;32,7105;0,5000;0,5000;0,0500
2,1517;83,2133;90,0000;7,0789;8,4474;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;32,7105;0,5000;0,5000;0,0500
2,1745;82,8736;90,0000;7,1819;8,6187;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;29,2823;0,5000;0,5000;0,0500
2,1962;82,8736;90,0000;7,1819;8,6187;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;29,2823;0,5000;0,5000;0,0500
2,2167;82,8736;90,0000;7,1819;8,6187;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;29,2823;0,5000;0,5000;0,0500
2,2400;82,8736;90,0000;7,1819;8,6187;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;29,2823;0,5000;0,5000;0,0500
2,2603;83,2133;90,0000;7,2860;8,7236;1,0000;0,0010;0,0500;0,2982;0,2875;0,3500;5,0000;0,3000;30,0000;28,4882;0,5000;0,5000;0,0500
2,2811;83,2133;90,0000;7,2860;8,7236;1,0000;0,0010;0,0500;0,2982;0,2875;0,3500;5,0000;0,3000;30,0000;28,4882;0,5000;0,5000;0,0500
2,3013;83,2133;90,0000;7,2860;8,7236;1,0000;0,0010;0,0500;0,2982;0,2875;0,3500;5,0000;0,3000;30,0000;28,4882;0,5000;0,5000;0,0500
2,3245;83,2133;90,0000;7,2860;8,7236;1,0000;0,0010;0,0500;0,2982;0,2875;0,3500;5,0000;0,3000;30,0000;28,4882;0,5000;0,5000;0,0500
2,3486;83,2133;90,0000;7,2860;8,7236;1,0000;0,0010;0,0500;0,2982;0,2875;0,3500;5,0000;0,3000;30,0000;28,4882;0,5000;0,5000;0,0500
2,3792;82,5373;90,0000;7,2860;8,6734;1,0000;0,0010;0,0500;0,2982;0,2875;0,3500;5,0000;0,3000;30,0000;31,3960;0,5000;0,5000;0,0500
2,3993;82,5373;90,0000;7,2860;8,6734;1,0000;0,0010;0,0500;0,2982;0,2875;0,3500;5,0000;0,3000;30,0000;31,3960;0,5000;0,5000;0,0500
2,4201;82,5373;90,0000;7,2860;8,6734;1,0000;0,0010;0,0500;0,2982;0,2875;0,3500;5,0000;0,3000;30,0000;31,3960;0,5000;0,5000;0,0500
2,4478;82,5373;90,0000;7,2860;8,6734;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;31,3960;0,5000;0,5000;0,0500
2,4691;83,2133;90,0000;7,2520;8,6235;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;30,9092;0,5000;0,5000;0,0500
2,4908;83,2133;90,0000;7,2520;8,6235;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;30,9092;0,5000;0,5000;0,0500
2,5114;83,2133;90,0000;7,2520;8,6235;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;30,9092;0,5000;0,5000;0,0500
2,5335;83,2133;90,0000;7,2520;8,6235;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;30,9092;0,5000;0,5000;0,0500
2,5537;83,2133;90,0000;7,2520;8,6235;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;30,9092;0,5000;0,5000;0,0500
2,5755;82,2045;90,0000;7,2853;8,6891;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;30,2714;0,5000;0,5000;0,0500
2,5992;82,2045;90,0000;7,2853;8,6891;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;30,2714;0,5000;0,5000;0,0500
2,6199;82,2045;90,0000;7,2853;8,6891;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;30,2714;0,5000;0,5000;0,0500
2,6402;82,2045;90,0000;7,2853;8,6891;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;30,2714;0,5000;0,5000;0,0500
2,6619;82,2045;90,0000;7,2853;8,6891;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;30,2714;0,5000;0,5000;0,0500
2,6904;82,5373;90,0000;7,2853;8,6750;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;29,5157;0,5000;0,5000;0,0500
2,7117;82,5373;90,0000;7,2853;8,6750;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;29,5157;0,5000;0,5000;0,0500
2,7323;82,5373;90,0000;7,2853;8,6750;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;29,5157;0,5000;0,5000;0,0500
2,7542;82,5373;90,0000;7,2853;8,6750;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;29,5157;0,5000;0,5000;0,0500
2,7751;82,5373;90,0000;7,2853;8,6750;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;29,5157;0,5000;0,5000;0,0500
2,7952;84,9668;90,0000;6,8471;8,0355;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;30,9303;0,5000;0,5000;0,0500
2,8165;84,9668;90,0000;6,8471;8,0355;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;30,9303;0,5000;0,5000;0,0500
2,8375;84,9668;90,0000;6,8471;8,0355;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;30,9303;0,5000;0,5000;0,0500
2,8579;84,9668;90,0000;6,8471;8,0355;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;30,9303;0,5000;0,5000;0,0500
2,8815;84,9668;90,0000;6,8471;8,0355;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;30,9303;0,5000;0,5000;0,0500
2,9081;82,5373;90,0000;6,9147;8,3386;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;29,8352;0,5000;0,5000;0,0500
2,9285;82,5373;90,0000;6,9147;8,3386;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;29,8352;0,5000;0,5000;0,0500
2,9492;82,5373;90,0000;6,9147;8,3386;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;29,8352;0,5000;0,5000;0,0500
2,9723;82,5373;90,0000;6,9147;8,3386;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;29,8352;0,5000;0,5000;0,0500
2,9990;84,6085;90,0000;6,8095;8,1489;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;28,8315;0,5000;0,5000;0,0500
3,0210;84,6085;90,0000;6,8095;8,1489;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;28,8315;0,5000;0,5000;0,0500
3,0437;84,6085;90,0000;6,8095;8,1489;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;28,8315;0,5000;0,5000;0,0500
3,0665;84,6085;90,0000;6,8095;8,1489;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;28,8315;0,5000;0,5000;0,0500
3,0873;84,6085;90,0000;6,8095;8,1489;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;28,8315;0,5000;0,5000;0,0500
3,1087;83,5565;90,0000;6,7751;8,1508;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;28,9615;0,5000;0,5000;0,0500
3,1305;83,5565;90,0000;6,7751;8,1508;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;28,9615;0,5000;0,5000;0,0500
3,1506;83,5565;90,0000;6,7751;8,1508;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;28,9615;0,5000;0,5000;0,0500
3,1710;83,5565;90,0000;6,7751;8,1508;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;28,9615;0,5000;0,5000;0,0500
3,1921;83,5565;90,0000;6,7751;8,1508;1,0000;0,0010;0,0500;0,2982;0,2982;0,3500;5,0000;0,3000;30,0000;28,9615;0,5000;0,5000;0,0500
3,2188;70,5907;90,0000;8,0034;10,0045;1,0000;0,0010;0,0500;0,2982;0,2875;0,3500;5,0000;0,3000;30,0000;28,4013;0,5000;0,5000;0,0500
3,2484;70,5907;90,0000;8,0034;10,0045;1,0000;0,0010;0,0500;0,2982;0,2875;0,3500;5,0000;0,3000;30,0000;28,4013;0,5000;0,5000;0,0500
3,2697;70,5907;90,0000;8,0034;10,0045;1,0000;0,0010;0,0500;0,2982;0,2875;0,3500;5,0000;0,3000;30,0000;28,4013;0,5000;0,5000;0,0500
3,2899;70,5907;90,0000;8,0034;10,0045;1,0000;0,0010;0,0500;0,2982;0,2875;0,3500;5,0000;0,3000;30,0000;28,4013;0,5000;0,5000;0,0500
3,3107;83,2133;90,0000;8,0034;9,3976;1,0000;0,0010;0,0500;0,2982;0,2875;0,3500;5,0000;0,3000;30,0000;28,4175;0,5000;0,5000;0,0500
3,3312;83,2133;90,0000;8,0034;9,3976;1,0000;0,0010;0,0500;0,2982;0,2875;0,3500;5,0000;0,3000;30,0000;28,4175;0,5000;0,5000;0,0500
3,3566;83,2133;90,0000;8,0034;9,3976;1,0000;0,0010;0,0500;0,2982;0,2875;0,3500;5,0000;0,3000;30,0000;28,4175;0,5000;0,5000;0,0500
3,3769;83,2133;90,0000;8,0034;9,3976;1,0000;0,0010;0,0500;0,2982;0,2875;0,3500;5,0000;0,3000;30,0000;28,4175;0,5000;0,5000;0,0500
3,3977;83,2133;90,0000;8,0034;9,3976;1,0000;0,0010;0,0500;0,2982;0,2875;0,3500;5,0000;0,3000;30,0000;28,4175;0,5000;0,5000;0,0500
3,4364;83,5565;90,0000;7,9015;9,2467;1,0000;0,0010;0,0500;0,2982;0,2875;0,3500;5,0000;0,3000;30,0000;32,1541;0,5000;0,5000;0,0500
3,4581;83,5565;90,0000;7,9015;9,2467;1,0000;0,0010;0,0500;0,2982;0,2875;0,3500;5,0000;0,3000;30,0000;32,1541;0,5000;0,5000;0,0500
3,4797;83,5565;90,0000;7,9015;9,2467;1,0000;0,0010;0,0500;0,2982;0,2875;0,3500;5,0000;0,3000;30,0000;32,1541;0,5000;0,5000;0,0500
