Time (s);Temperature (C);Temp setpoint (C);Temp error (C);Temp PID output;Temp Kp;Temp Ki;Temp Kd;Diameter (mm);Diameter raw (mm);Diameter setpoint (mm);Fan duty (%);Extruder RPM;Spooler setpoint (RPM);Spooler RPM;Spooler Kp;Spooler Ki;Spooler Kd
46,7035;85,6955;90,0000;4,1103;5,9048;1,0000;0,0010;0,0500;0,3940;0,3940;0,3500;5,0000;0,3000;30,0000;29,8803;0,5000;0,5000;0,0500
46,7240;85,6955;90,0000;4,1103;5,9048;1,0000;0,0010;0,0500;0,3940;0,3940;0,3500;5,0000;0,3000;30,0000;29,8803;0,5000;0,5000;0,0500
46,7479;85,6955;90,0000;4,1103;5,9048;1,0000;0,0010;0,0500;0,3940;0,3940;0,3500;5,0000;0,3000;30,0000;29,8803;0,5000;0,5000;0,0500
46,7692;85,6955;90,0000;4,1103;5,9048;1,0000;0,0010;0,0500;0,3940;0,3940;0,3500;5,0000;0,3000;30,0000;29,8803;0,5000;0,5000;0,0500
46,7922;85,6955;90,0000;4,1103;5,9048;1,0000;0,0010;0,0500;0,3940;0,3940;0,3500;5,0000;0,3000;30,0000;29,8803;0,5000;0,5000;0,0500
46,8163;84,6085;90,0000;4,2189;5,9541;1,0000;0,0010;0,0500;0,3940;0,3940;0,3500;5,0000;0,3000;30,0000;30,6613;0,5000;0,5000;0,0500
46,8405;84,6085;90,0000;4,2189;5,9541;1,0000;0,0010;0,0500;0,3940;0,3940;0,3500;5,0000;0,3000;30,0000;30,6613;0,5000;0,5000;0,0500
46,8615;84,6085;90,0000;4,2189;5,9541;1,0000;0,0010;0,0500;0,3940;0,3940;0,3500;5,0000;0,3000;30,0000;30,6613;0,5000;0,5000;0,0500
46,8852;84,6085;90,0000;4,2189;5,9541;1,0000;0,0010;0,0500;0,3940;0,3833;0,3500;5,0000;0,3000;30,0000;30,6613;0,5000;0,5000;0,0500
46,9056;84,6085;90,0000;4,2189;5,9541;1,0000;0,0010;0,0500;0,3940;0,3833;0,3500;5,0000;0,3000;30,0000;30,6613;0,5000;0,5000;0,0500
46,9270;84,6085;90,0000;3,6327;5,0276;1,0000;0,0010;0,0500;0,3940;0,3833;0,3500;5,0000;0,3000;30,0000;30,1461;0,5000;0,5000;0,0500
46,9480;84,6085;90,0000;3,6327;5,0276;1,0000;0,0010;0,0500;0,3940;0,3833;0,3500;5,0000;0,3000;30,0000;30,1461;0,5000;0,5000;0,0500
46,9692;84,6085;90,0000;3,6327;5,0276;1,0000;0,0010;0,0500;0,3940;0,3833;0,3500;5,0000;0,3000;30,0000;30,1461;0,5000;0,5000;0,0500
46,9940;84,6085;90,0000;3,6327;5,0276;1,0000;0,0010;0,0500;0,3940;0,3833;0,3500;5,0000;0,3000;30,0000;30,1461;0,5000;0,5000;0,0500
47,0154;85,6955;90,0000;3,6698;5,3698;1,0000;0,0010;0,0500;0,3904;0,3833;0,3500;5,0000;0,3000;30,0000;30,1229;0,5000;0,5000;0,0500
47,0357;85,6955;90,0000;3,6698;5,3698;1,0000;0,0010;0,0500;0,3904;0,3833;0,3500;5,0000;0,3000;30,0000;30,1229;0,5000;0,5000;0,0500
47,0573;85,6955;90,0000;3,6698;5,3698;1,0000;0,0010;0,0500;0,3904;0,3833;0,3500;5,0000;0,3000;30,0000;30,1229;0,5000;0,5000;0,0500
47,0829;85,6955;90,0000;3,6698;5,3698;1,0000;0,0010;0,0500;0,3904;0,3833;0,3500;5,0000;0,3000;30,0000;30,1229;0,5000;0,5000;0,0500
47,1078;85,6955;90,0000;3,6698;5,3698;1,0000;0,0010;0,0500;0,3904;0,3833;0,3500;5,0000;0,3000;30,0000;30,1229;0,5000;0,5000;0,0500
47,1282;87,9904;90,0000;6,2320;9,1712;1,0000;0,0010;0,0500;0,3904;0,3833;0,3500;5,0000;0,3000;30,0000;30,0067;0,5000;0,5000;0,0500
47,1504;87,9904;90,0000;6,2320;9,1712;1,0000;0,0010;0,0500;0,3904;0,3833;0,3500;5,0000;0,3000;30,0000;30,0067;0,5000;0,5000;0,0500
47,1781;87,9904;90,0000;6,2320;9,1712;1,0000;0,0010;0,0500;0,3904;0,3833;0,3500;5,0000;0,3000;30,0000;30,0067;0,5000;0,5000;0,0500
47,1996;87,9904;90,0000;6,2320;9,1712;1,0000;0,0010;0,0500;0,3869;0,3833;0,3500;5,0000;0,3000;30,0000;30,0067;0,5000;0,5000;0,0500
47,2310;85,6955;90,0000;5,3913;6,6560;1,0000;0,0010;0,0500;0,3869;0,3833;0,3500;5,0000;0,3000;30,0000;29,5185;0,5000;0,5000;0,0500
47,2530;85,6955;90,0000;5,3913;6,6560;1,0000;0,0010;0,0500;0,3869;0,3833;0,3500;5,0000;0,3000;30,0000;29,5185;0,5000;0,5000;0,0500
47,2745;85,6955;90,0000;5,3913;6,6560;1,0000;0,0010;0,0500;0,3869;0,3833;0,3500;5,0000;0,3000;30,0000;29,5185;0,5000;0,5000;0,0500
47,2953;85,6955;90,0000;5,3913;6,6560;1,0000;0,0010;0,0500;0,3869;0,3833;0,3500;5,0000;0,3000;30,0000;29,5185;0,5000;0,5000;0,0500
47,3172;85,6955;90,0000;5,3913;6,6560;1,0000;0,0010;0,0500;0,3869;0,3833;0,3500;5,0000;0,3000;30,0000;29,5185;0,5000;0,5000;0,0500
47,3399;113,6130;90,0000;1,6468;1,6894;1,0000;0,0010;0,0500;0,3869;0,3833;0,3500;5,0000;0,3000;30,0000;27,6232;0,5000;0,5000;0,0500
47,3682;113,6130;90,0000;1,6468;1,6894;1,0000;0,0010;0,0500;0,3833;0,3833;0,3500;5,0000;0,3000;30,0000;27,6232;0,5000;0,5000;0,0500
47,3975;113,6130;90,0000;1,6468;1,6894;1,0000;0,0010;0,0500;0,3833;0,3833;0,3500;5,0000;0,3000;30,0000;27,6232;0,5000;0,5000;0,0500
47,4185;113,6130;90,0000;1,6468;1,6894;1,0000;0,0010;0,0500;0,3833;0,3833;0,3500;5,0000;0,3000;30,0000;27,6232;0,5000;0,5000;0,0500
47,4408;85,6955;90,0000;1,6102;3,2770;1,0000;0,0010;0,0500;0,3833;0,3833;0,3500;5,0000;0,3000;30,0000;28,3746;0,5000;0,5000;0,0500
47,4646;85,6955;90,0000;1,6102;3,2770;1,0000;0,0010;0,0500;0,3833;0,3833;0,3500;5,0000;0,3000;30,0000;28,3746;0,5000;0,5000;0,0500
47,4866;85,6955;90,0000;1,6102;3,2770;1,0000;0,0010;0,0500;0,3833;0,3833;0,3500;5,0000;0,3000;30,0000;28,3746;0,5000;0,5000;0,0500
47,5120;85,6955;90,0000;1,6102;3,2770;1,0000;0,0010;0,0500;0,3833;0,3833;0,3500;5,0000;0,3000;30,0000;28,3746;0,5000;0,5000;0,0500
47,5337;85,6955;90,0000;1,6102;3,2770;1,0000;0,0010;0,0500;0,3833;0,3833;0,3500;5,0000;0,3000;30,0000;28,3746;0,5000;0,5000;0,0500
47,5541;85,3291;90,0000;1,5739;3,2405;1,0000;0,0010;0,0500;0,3833;0,3833;0,3500;5,0000;0,3000;30,0000;29,0360;0,5000;0,5000;0,0500
47,5762;85,3291;90,0000;1,5739;3,2405;1,0000;0,0010;0,0500;0,3833;0,3833;0,3500;5,0000;0,3000;30,0000;29,0360;0,5000;0,5000;0,0500
47,5981;85,3291;90,0000;1,5739;3,2405;1,0000;0,0010;0,0500;0,3833;0,3833;0,3500;5,0000;0,3000;30,0000;29,0360;0,5000;0,5000;0,0500
47,6251;85,3291;90,0000;1,5739;3,2405;1,0000;0,0010;0,0500;0,3833;0,3833;0,3500;5,0000;0,3000;30,0000;29,0360;0,5000;0,5000;0,0500
47,6665;84,2541;90,0000;1,6814;3,4175;1,0000;0,0010;0,0500;0,3833;0,3940;0,3500;5,0000;0,3000;30,0000;28,3002;0,5000;0,5000;0,0500
47,6878;84,2541;90,0000;1,6814;3,4175;1,0000;0,0010;0,0500;0,3833;0,3940;0,3500;5,0000;0,3000;30,0000;28,3002;0,5000;0,5000;0,0500
47,7088;84,2541;90,0000;1,6814;3,4175;1,0000;0,0010;0,0500;0,3833;0,3940;0,3500;5,0000;0,3000;30,0000;28,3002;0,5000;0,5000;0,0500
47,7300;84,2541;90,0000;1,6814;3,4175;1,0000;0,0010;0,0500;0,3833;0,3940;0,3500;5,0000;0,3000;30,0000;28,3002;0,5000;0,5000;0,0500
47,7520;85,6955;90,0000;1,6814;3,3663;1,0000;0,0010;0,0500;0,3833;0,3940;0,3500;5,0000;0,3000;30,0000;28,2950;0,5000;0,5000;0,0500
47,7808;85,6955;90,0000;1,6814;3,3663;1,0000;0,0010;0,0500;0,3833;0,3940;0,3500;5,0000;0,3000;30,0000;28,2950;0,5000;0,5000;0,0500
47,8054;85,6955;90,0000;1,6814;3,3663;1,0000;0,0010;0,0500;0,3833;0,3940;0,3500;5,0000;0,3000;30,0000;28,2950;0,5000;0,5000;0,0500
47,8307;85,6955;90,0000;1,6814;3,3663;1,0000;0,0010;0,0500;0,3833;0,3940;0,3500;5,0000;0,3000;30,0000;28,2950;0,5000;0,5000;0,0500
47,8528;85,6955;90,0000;1,5727;3,2049;1,0000;0,0010;0,0500;0,3833;0,3940;0,3500;5,0000;0,3000;30,0000;30,1404;0,5000;0,5000;0,0500
47,8736;85,6955;90,0000;1,5727;3,2049;1,0000;0,0010;0,0500;0,3833;0,3940;0,3500;5,0000;0,3000;30,0000;30,1404;0,5000;0,5000;0,0500
47,8942;85,6955;90,0000;1,5727;3,2049;1,0000;0,0010;0,0500;0,3833;0,3940;0,3500;5,0000;0,3000;30,0000;30,1404;0,5000;0,5000;0,0500
47,9144;85,6955;90,0000;1,5727;3,2049;1,0000;0,0010;0,0500;0,3833;0,3940;0,3500;5,0000;0,3000;30,0000;30,1404;0,5000;0,5000;0,0500
47,9385;85,6955;90,0000;1,5727;3,2049;1,0000;0,0010;0,0500;0,3833;0,3940;0,3500;5,0000;0,3000;30,0000;30,1404;0,5000;0,5000;0,0500
47,9648;85,6955;90,0000;1,4640;3,0995;1,0000;0,0010;0,0500;0,3833;0,3940;0,3500;5,0000;0,3000;30,0000;31,4950;0,5000;0,5000;0,0500
47,9863;85,6955;90,0000;1,4640;3,0995;1,0000;0,0010;0,0500;0,3869;0,3940;0,3500;5,0000;0,3000;30,0000;31,4950;0,5000;0,5000;0,0500
48,0074;85,6955;90,0000;1,4640;3,0995;1,0000;0,0010;0,0500;0,3869;0,3940;0,3500;5,0000;0,3000;30,0000;31,4950;0,5000;0,5000;0,0500
48,0277;85,6955;90,0000;1,4640;3,0995;1,0000;0,0010;0,0500;0,3869;0,3940;0,3500;5,0000;0,3000;30,0000;31,4950;0,5000;0,5000;0,0500
48,0493;85,6955;90,0000;1,4640;3,0995;1,0000;0,0010;0,0500;0,3869;0,3940;0,3500;5,0000;0,3000;30,0000;31,4950;0,5000;0,5000;0,0500
48,0699;85,6955;90,0000;1,4640;3,1493;1,0000;0,0010;0,0500;0,3869;0,3940;0,3500;5,0000;0,3000;30,0000;27,9958;0,5000;0,5000;0,0500
48,0903;85,6955;90,0000;1,4640;3,1493;1,0000;0,0010;0,0500;0,3869;0,3940;0,3500;5,0000;0,3000;30,0000;27,9958;0,5000;0,5000;0,0500
48,1123;85,6955;90,0000;1,4640;3,1493;1,0000;0,0010;0,0500;0,3869;0,3940;0,3500;5,0000;0,3000;30,0000;27,9958;0,5000;0,5000;0,0500
48,1334;85,6955;90,0000;1,4640;3,1493;1,0000;0,0010;0,0500;0,3869;0,3940;0,3500;5,0000;0,3000;30,0000;27,9958;0,5000;0,5000;0,0500
48,1590;86,4466;90,0000;1,6184;3,3791;1,0000;0,0010;0,0500;0,3904;0,3940;0,3500;5,0000;0,3000;30,0000;31,1751;0,5000;0,5000;0,0500
48,1803;86,4466;90,0000;1,6184;3,3791;1,0000;0,0010;0,0500;0,3904;0,3940;0,3500;5,0000;0,3000;30,0000;31,1751;0,5000;0,5000;0,0500
48,2041;86,4466;90,0000;1,6184;3,3791;1,0000;0,0010;0,0500;0,3904;0,3940;0,3500;5,0000;0,3000;30,0000;31,1751;0,5000;0,5000;0,0500
48,2249;86,4466;90,0000;1,6184;3,3791;1,0000;0,0010;0,0500;0,3904;0,3940;0,3500;5,0000;0,3000;30,0000;31,1751;0,5000;0,5000;0,0500
48,2450;86,4466;90,0000;1,6184;3,3791;1,0000;0,0010;0,0500;0,3904;0,3940;0,3500;5,0000;0,3000;30,0000;31,1751;0,5000;0,5000;0,0500
48,2696;87,2094;90,0000;1,4670;3,0842;1,0000;0,0010;0,0500;0,3904;0,3940;0,3500;5,0000;0,3000;30,0000;32,7727;0,5000;0,5000;0,0500
48,2915;87,2094;90,0000;1,4670;3,0842;1,0000;0,0010;0,0500;0,3904;0,3940;0,3500;5,0000;0,3000;30,0000;32,7727;0,5000;0,5000;0,0500
48,3155;87,2094;90,0000;1,4670;3,0842;1,0000;0,0010;0,0500;0,3904;0,3940;0,3500;5,0000;0,3000;30,0000;32,7727;0,5000;0,5000;0,0500
48,3455;87,2094;90,0000;1,4670;3,0842;1,0000;0,0010;0,0500;0,3940;0,4046;0,3500;5,0000;0,3000;30,0000;32,7727;0,5000;0,5000;0,0500
48,3665;87,2094;90,0000;1,4670;3,0842;1,0000;0,0010;0,0500;0,3940;0,4046;0,3500;5,0000;0,3000;30,0000;32,7727;0,5000;0,5000;0,0500
48,3884;86,0660;90,0000;4,2217;7,2659;1,0000;0,0010;0,0500;0,3940;0,4046;0,3500;5,0000;0,3000;30,0000;27,7941;0,5000;0,5000;0,0500
48,4129;86,0660;90,0000;4,2217;7,2659;1,0000;0,0010;0,0500;0,3940;0,4046;0,3500;5,0000;0,3000;30,0000;27,7941;0,5000;0,5000;0,0500
48,4355;86,0660;90,0000;4,2217;7,2659;1,0000;0,0010;0,0500;0,3940;0,4046;0,3500;5,0000;0,3000;30,0000;27,7941;0,5000;0,5000;0,0500
48,4608;86,0660;90,0000;4,2217;7,2659;1,0000;0,0010;0,0500;0,3940;0,4046;0,3500;5,0000;0,3000;30,0000;27,7941;0,5000;0,5000;0,0500
48,4831;62,8929;90,0000;6,5020;9,3284;1,0000;0,0010;0,0500;0,3940;0,4046;0,3500;5,0000;0,3000;30,0000;29,9640;0,5000;0,5000;0,0500
48,5031;62,8929;90,0000;6,5020;9,3284;1,0000;0,0010;0,0500;0,3940;0,4046;0,3500;5,0000;0,3000;30,0000;29,9640;0,5000;0,5000;0,0500
48,5269;62,8929;90,0000;6,5020;9,3284;1,0000;0,0010;0,0500;0,3940;0,4046;0,3500;5,0000;0,3000;30,0000;29,9640;0,5000;0,5000;0,0500
48,5487;62,8929;90,0000;6,5020;9,3284;1,0000;0,0010;0,0500;0,3940;0,4046;0,3500;5,0000;0,3000;30,0000;29,9640;0,5000;0,5000;0,0500
48,5710;83,2133;90,0000;6,7136;8,5067;1,0000;0,0010;0,0500;0,3940;0,4046;0,3500;5,0000;0,3000;30,0000;31,7578;0,5000;0,5000;0,0500
48,5985;83,2133;90,0000;6,7136;8,5067;1,0000;0,0010;0,0500;0,3940;0,4046;0,3500;5,0000;0,3000;30,0000;31,7578;0,5000;0,5000;0,0500
48,6211;83,2133;90,0000;6,7136;8,5067;1,0000;0,0010;0,0500;0,3940;0,3940;0,3500;5,0000;0,3000;30,0000;31,7578;0,5000;0,5000;0,0500
48,6417;83,2133;90,0000;6,7136;8,5067;1,0000;0,0010;0,0500;0,3940;0,3940;0,3500;5,0000;0,3000;30,0000;31,7578;0,5000;0,5000;0,0500
48,6620;83,2133;90,0000;6,7136;8,5067;1,0000;0,0010;0,0500;0,3940;0,3940;0,3500;5,0000;0,3000;30,0000;31,7578;0,5000;0,5000;0,0500
48,6842;86,8258;90,0000;6,4564;8,0192;1,0000;0,0010;0,0500;0,3940;0,3940;0,3500;5,0000;0,3000;30,0000;29,5812;0,5000;0,5000;0,0500
48,7058;86,8258;90,0000;6,4564;8,0192;1,0000;0,0010;0,0500;0,3940;0,3940;0,3500;5,0000;0,3000;30,0000;29,5812;0,5000;0,5000;0,0500
48,7412;86,8258;90,0000;6,4564;8,0192;1,0000;0,0010;0,0500;0,3940;0,3940;0,3500;5,0000;0,3000;30,0000;29,5812;0,5000;0,5000;0,0500
48,7642;86,8258;90,0000;6,4564;8,0192;1,0000;0,0010;0,0500;0,3975;0,4046;0,3500;5,0000;0,3000;30,0000;29,5812;0,5000;0,5000;0,0500
48,7888;85,3291;90,0000;6,4930;8,1998;1,0000;0,0010;0,0500;0,3975;0,4046;0,3500;5,0000;0,3000;30,0000;30,5725;0,5000;0,5000;0,0500
48,8118;85,3291;90,0000;6,4930;8,1998;1,0000;0,0010;0,0500;0,3975;0,4046;0,3500;5,0000;0,3000;30,0000;30,5725;0,5000;0,5000;0,0500
48,8358;85,3291;90,0000;6,4930;8,1998;1,0000;0,0010;0,0500;0,3975;0,4046;0,3500;5,0000;0,3000;30,0000;30,5725;0,5000;0,5000;0,0500
48,8572;85,3291;90,0000;6,4930;8,1998;1,0000;0,0010;0,0500;0,3975;0,4046;0,3500;5,0000;0,3000;30,0000;30,5725;0,5000;0,5000;0,0500
48,8772;86,0660;90,0000;6,4560;8,1272;1,0000;0,0010;0,0500;0,3975;0,4046;0,3500;5,0000;0,3000;30,0000;30,9529;0,5000;0,5000;0,0500
48,8975;86,0660;90,0000;6,4560;8,1272;1,0000;0,0010;0,0500;0,3975;0,4046;0,3500;5,0000;0,3000;30,0000;30,9529;0,5000;0,5000;0,0500
48,9178;86,0660;90,0000;6,4560;8,1272;1,0000;0,0010;0,0500;0,4011;0,3940;0,3500;5,0000;0,3000;30,0000;30,9529;0,5000;0,5000;0,0500
48,9387;86,0660;90,0000;6,4560;8,1272;1,0000;0,0010;0,0500;0,4011;0,3940;0,3500;5,0000;0,3000;30,0000;30,9529;0,5000;0,5000;0,0500
48,9597;86,0660;90,0000;6,4560;8,1272;1,0000;0,0010;0,0500;0,4011;0,3940;0,3500;5,0000;0,3000;30,0000;30,9529;0,5000;0,5000;0,0500
48,9825;84,6085;90,0000;6,5647;8,3064;1,0000;0,0010;0,0500;0,4011;0,3940;0,3500;5,0000;0,3000;30,0000;30,4273;0,5000;0,5000;0,0500
49,0027;84,6085;90,0000;6,5647;8,3064;1,0000;0,0010;0,0500;0,4011;0,3940;0,3500;5,0000;0,3000;30,0000;30,4273;0,5000;0,5000;0,0500
49,0242;84,6085;90,0000;6,5647;8,3064;1,0000;0,0010;0,0500;0,4011;0,3940;0,3500;5,0000;0,3000;30,0000;30,4273;0,5000;0,5000;0,0500
49,0449;84,6085;90,0000;6,5647;8,3064;1,0000;0,0010;0,0500;0,4011;0,3940;0,3500;5,0000;0,3000;30,0000;30,4273;0,5000;0,5000;0,0500
49,0683;84,6085;90,0000;6,5647;8,3064;1,0000;0,0010;0,0500;0,4011;0,3940;0,3500;5,0000;0,3000;30,0000;30,4273;0,5000;0,5000;0,0500
49,0944;85,3291;90,0000;6,6013;8,3085;1,0000;0,0010;0,0500;0,4046;0,4046;0,3500;5,0000;0,3000;30,0000;30,6603;0,5000;0,5000;0,0500
49,1163;85,3291;90,0000;6,6013;8,3085;1,0000;0,0010;0,0500;0,4046;0,4046;0,3500;5,0000;0,3000;30,0000;30,6603;0,5000;0,5000;0,0500
49,1383;85,3291;90,0000;6,6013;8,3085;1,0000;0,0010;0,0500;0,4046;0,4046;0,3500;5,0000;0,3000;30,0000;30,6603;0,5000;0,5000;0,0500
49,1586;85,3291;90,0000;6,6013;8,3085;1,0000;0,0010;0,0500;0,4046;0,4046;0,3500;5,0000;0,3000;30,0000;30,6603;0,5000;0,5000;0,0500
49,1804;85,3291;90,0000;6,6013;8,3085;1,0000;0,0010;0,0500;0,4046;0,4046;0,3500;5,0000;0,3000;30,0000;30,6603;0,5000;0,5000;0,0500
49,2052;87,9904;90,0000;6,4469;8,0646;1,0000;0,0010;0,0500;0,4046;0,4046;0,3500;5,0000;0,3000;30,0000;30,1216;0,5000;0,5000;0,0500
49,2292;87,9904;90,0000;6,4469;8,0646;1,0000;0,0010;0,0500;0,4046;0,4046;0,3500;5,0000;0,3000;30,0000;30,1216;0,5000;0,5000;0,0500
49,2516;87,9904;90,0000;6,4469;8,0646;1,0000;0,0010;0,0500;0,4046;0,4046;0,3500;5,0000;0,3000;30,0000;30,1216;0,5000;0,5000;0,0500
49,2774;87,9904;90,0000;6,4469;8,0646;1,0000;0,0010;0,0500;0,4046;0,4046;0,3500;5,0000;0,3000;30,0000;30,1216;0,5000;0,5000;0,0500
49,2996;85,6955;90,0000;6,5983;8,3657;1,0000;0,0010;0,0500;0,4046;0,4046;0,3500;5,0000;0,3000;30,0000;27,1268;0,5000;0,5000;0,0500
49,3209;85,6955;90,0000;6,5983;8,3657;1,0000;0,0010;0,0500;0,4046;0,4046;0,3500;5,0000;0,3000;30,0000;27,1268;0,5000;0,5000;0,0500
49,3418;85,6955;90,0000;6,5983;8,3657;1,0000;0,0010;0,0500;0,4046;0,4046;0,3500;5,0000;0,3000;30,0000;27,1268;0,5000;0,5000;0,0500
49,3625;85,6955;90,0000;6,5983;8,3657;1,0000;0,0010;0,0500;0,4046;0,4046;0,3500;5,0000;0,3000;30,0000;27,1268;0,5000;0,5000;0,0500
49,3864;85,6955;90,0000;6,5983;8,3657;1,0000;0,0010;0,0500;0,4046;0,4046;0,3500;5,0000;0,3000;30,0000;27,1268;0,5000;0,5000;0,0500
49,4137;86,0660;90,0000;6,5983;8,2911;1,0000;0,0010;0,0500;0,4046;0,4046;0,3500;5,0000;0,3000;30,0000;29,5171;0,5000;0,5000;0,0500
49,4391;86,0660;90,0000;6,5983;8,2911;1,0000;0,0010;0,0500;0,4046;0,4046;0,3500;5,0000;0,3000;30,0000;29,5171;0,5000;0,5000;0,0500
49,4610;86,0660;90,0000;6,5983;8,2911;1,0000;0,0010;0,0500;0,4046;0,4046;0,3500;5,0000;0,3000;30,0000;29,5171;0,5000;0,5000;0,0500
49,4832;86,0660;90,0000;6,5983;8,2911;1,0000;0,0010;0,0500;0,4046;0,4046;0,3500;5,0000;0,3000;30,0000;29,5171;0,5000;0,5000;0,0500
49,5058;71,5365;90,0000;5,7340;7,0092;1,0000;0,0010;0,0500;0,4046;0,4046;0,3500;5,0000;0,3000;30,0000;27,2748;0,5000;0,5000;0,0500
49,5275;71,5365;90,0000;5,7340;7,0092;1,0000;0,0010;0,0500;0,4046;0,4046;0,3500;5,0000;0,3000;30,0000;27,2748;0,5000;0,5000;0,0500
49,5476;71,5365;90,0000;5,7340;7,0092;1,0000;0,0010;0,0500;0,4046;0,4153;0,3500;5,0000;0,3000;30,0000;27,2748;0,5000;0,5000;0,0500
49,5686;71,5365;90,0000;5,7340;7,0092;1,0000;0,0010;0,0500;0,4046;0,4153;0,3500;5,0000;0,3000;30,0000;27,2748;0,5000;0,5000;0,0500
49,5890;71,5365;90,0000;5,7340;7,0092;1,0000;0,0010;0,0500;0,4046;0,4153;0,3500;5,0000;0,3000;30,0000;27,2748;0,5000;0,5000;0,0500
49,6183;90,4522;90,0000;5,0101;6,3439;1,0000;0,0010;0,0500;0,4046;0,4153;0,3500;5,0000;0,3000;30,0000;29,3168;0,5000;0,5000;0,0500
49,6399;90,4522;90,0000;5,0101;6,3439;1,0000;0,0010;0,0500;0,4046;0,4153;0,3500;5,0000;0,3000;30,0000;29,3168;0,5000;0,5000;0,0500
49,6610;90,4522;90,0000;5,0101;6,3439;1,0000;0,0010;0,0500;0,4046;0,4153;0,3500;5,0000;0,3000;30,0000;29,3168;0,5000;0,5000;0,0500
49,6820;90,4522;90,0000;5,0101;6,3439;1,0000;0,0010;0,0500;0,4046;0,4153;0,3500;5,0000;0,3000;30,0000;29,3168;0,5000;0,5000;0,0500
49,7023;90,4522;90,0000;5,0101;6,3439;1,0000;0,0010;0,0500;0,4046;0,4153;0,3500;5,0000;0,3000;30,0000;29,3168;0,5000;0,5000;0,0500
49,7401;85,6955;90,0000;5,1231;6,8687;1,0000;0,0010;0,0500;0,4046;0,4153;0,3500;5,0000;0,3000;30,0000;33,2287;0,5000;0,5000;0,0500
49,7659;85,6955;90,0000;5,1231;6,8687;1,0000;0,0010;0,0500;0,4046;0,4153;0,3500;5,0000;0,3000;30,0000;33,2287;0,5000;0,5000;0,0500
49,7875;85,6955;90,0000;5,1231;6,8687;1,0000;0,0010;0,0500;0,4046;0,4153;0,3500;5,0000;0,3000;30,0000;33,2287;0,5000;0,5000;0,0500
49,8086;85,6955;90,0000;5,1231;6,8687;1,0000;0,0010;0,0500;0,4046;0,4153;0,3500;5,0000;0,3000;30,0000;33,2287;0,5000;0,5000;0,0500
49,8301;75,8889;90,0000;6,0671;8,2283;1,0000;0,0010;0,0500;0,4046;0,4153;0,3500;5,0000;0,3000;30,0000;25,8218;0,5000;0,5000;0,0500
49,8522;75,8889;90,0000;6,0671;8,2283;1,0000;0,0010;0,0500;0,4046;0,4153;0,3500;5,0000;0,3000;30,0000;25,8218;0,5000;0,5000;0,0500
49,8773;75,8889;90,0000;6,0671;8,2283;1,0000;0,0010;0,0500;0,4046;0,4153;0,3500;5,0000;0,3000;30,0000;25,8218;0,5000;0,5000;0,0500
49,8984;75,8889;90,0000;6,0671;8,2283;1,0000;0,0010;0,0500;0,4082;0,4259;0,3500;5,0000;0,3000;30,0000;25,8218;0,5000;0,5000;0,0500
49,9281;84,6085;90,0000;6,2129;7,9749;1,0000;0,0010;0,0500;0,4082;0,4259;0,3500;5,0000;0,3000;30,0000;31,2998;0,5000;0,5000;0,0500
49,9509;84,6085;90,0000;6,2129;7,9749;1,0000;0,0010;0,0500;0,4082;0,4259;0,3500;5,0000;0,3000;30,0000;31,2998;0,5000;0,5000;0,0500
49,9723;84,6085;90,0000;6,2129;7,9749;1,0000;0,0010;0,0500;0,4082;0,4259;0,3500;5,0000;0,3000;30,0000;31,2998;0,5000;0,5000;0,0500
49,9967;84,6085;90,0000;6,2129;7,9749;1,0000;0,0010;0,0500;0,4082;0,4259;0,3500;5,0000;0,3000;30,0000;31,2998;0,5000;0,5000;0,0500
50,0178;84,6085;90,0000;6,2129;7,9749;1,0000;0,0010;0,0500;0,4117;0,4259;0,3500;5,0000;0,3000;30,0000;31,2998;0,5000;0,5000;0,0500
50,0533;87,9904;90,0000;5,8747;7,4080;1,0000;0,0010;0,0500;0,4117;0,4259;0,3500;5,0000;0,3000;30,0000;34,2017;0,5000;0,5000;0,0500
50,0756;87,9904;90,0000;5,8747;7,4080;1,0000;0,0010;0,0500;0,4117;0,4259;0,3500;5,0000;0,3000;30,0000;34,2017;0,5000;0,5000;0,0500
50,1061;87,9904;90,0000;5,8747;7,4080;1,0000;0,0010;0,0500;0,4117;0,4259;0,3500;5,0000;0,3000;30,0000;34,2017;0,5000;0,5000;0,0500
50,1294;87,9904;90,0000;5,8747;7,4080;1,0000;0,0010;0,0500;0,4117;0,4259;0,3500;5,0000;0,3000;30,0000;34,2017;0,5000;0,5000;0,0500
50,1513;84,6085;90,0000;5,9468;7,6790;1,0000;0,0010;0,0500;0,4117;0,4259;0,3500;5,0000;0,3000;30,0000;26,2480;0,5000;0,5000;0,0500
50,1731;84,6085;90,0000;5,9468;7,6790;1,0000;0,0010;0,0500;0,4188;0,4259;0,3500;5,0000;0,3000;30,0000;26,2480;0,5000;0,5000;0,0500
50,1943;84,6085;90,0000;5,9468;7,6790;1,0000;0,0010;0,0500;0,4188;0,4259;0,3500;5,0000;0,3000;30,0000;26,2480;0,5000;0,5000;0,0500
50,2155;84,6085;90,0000;5,9468;7,6790;1,0000;0,0010;0,0500;0,4188;0,4259;0,3500;5,0000;0,3000;30,0000;26,2480;0,5000;0,5000;0,0500
